Eleccion,,DN_2015,DN_2015,DN_2015,DN_2015,DN_2015,DN_2015,DN_2015,DN_2015,DN_2015,DN_2015,DN_2015,DN_2015,DN_2015,DN_2015,DN_2017,DN_2017,DN_2017,DN_2017,DN_2017,DN_2017,DN_2017,DN_2017,DN_2017,DN_2017,DN_2017,DN_2017,DN_2017,DN_2017,DN_2017,DN_2017,paso_2017,paso_2017,paso_2017,paso_2017,paso_2017,paso_2017,paso_2017,paso_2017,paso_2017,paso_2017,paso_2017,paso_2017,paso_2017,paso_2017,paso_2017,paso_2017
comuna 08,1,5145.0,35825.0,21175.0,36344.0,137805.0,103992.0,3592.0,0.03733536518994231,0.2599687964877907,0.1536591560538442,0.2637349878451435,1.0,0.7546315445738544,0.026065817640869345,,42313.0,139147.0,6109.0,,33223.0,90185.0,1011.0,,0.304088481965116,1.0,0.04390321027402675,,0.23876188491307754,0.6481275198171718,0.00726569742789999,,39453.0,136358.0,4002.0,,28749.0,74355.0,1461.0,,0.2893339591369777,1.0,0.029349213100808166,,0.21083471450153274,0.5452925387582687,0.010714442863638363
comuna 09,1,6229.0,29775.0,23216.0,44210.0,145763.0,110073.0,3240.0,0.042733752735605056,0.20426994504778304,0.15927224329905396,0.30330056324307264,1.0,0.7551504840048572,0.022227863037945158,,52139.0,147029.0,6311.0,,29179.0,101863.0,982.0,,0.354617116351196,1.0,0.042923504886791045,,0.19845744717028613,0.6928089016452537,0.006678954491970972,,49679.0,146337.0,4070.0,,26993.0,83787.0,1383.0,,0.33948352091405454,1.0,0.027812514948372592,,0.18445779262934187,0.5725619631398757,0.009450788249041596
comuna 10,1,7099.0,26596.0,20858.0,48427.0,149400.0,112424.0,2729.0,0.04751673360107095,0.17801874163319947,0.13961178045515396,0.32414323962516733,1.0,0.7525033467202142,0.01826639892904953,,54978.0,149563.0,6727.0,,26286.0,108876.0,963.0,,0.3675909148653076,1.0,0.044977701704298524,,0.1757520242305918,0.727960792441981,0.0064387582490321804,,52713.0,147828.0,4380.0,,24530.0,91676.0,1372.0,,0.356583326568715,1.0,0.02962902833022161,,0.16593608788592148,0.6201531509592229,0.009281056362800012
comuna 11,1,7430.0,28436.0,21023.0,61448.0,172852.0,132378.0,2910.0,0.042984749959502924,0.16451067965658484,0.12162427973063661,0.35549487422766296,1.0,0.7658459259944924,0.016835211626131025,,68102.0,173370.0,7396.0,,27771.0,122578.0,1039.0,,0.3928130587760281,1.0,0.04266020649477995,,0.16018342273749783,0.7070312049374171,0.00599296302705197,,65663.0,172312.0,4752.0,,26434.0,109070.0,1414.0,,0.38107038395468684,1.0,0.02757788198152189,,0.15340777194855842,0.6329797112215052,0.008206044848878777
comuna 12,1,8375.0,30548.0,20360.0,69919.0,186939.0,148347.0,3114.0,0.044800710392160006,0.16341159415638257,0.10891253296529885,0.37402040237724604,1.0,0.7935583265129267,0.01665784025805209,,76312.0,188519.0,8358.0,,29849.0,133482.0,1112.0,,0.4047973944270869,1.0,0.04433505376115935,,0.15833417321331006,0.7080559519199656,0.005898609689209045,,72240.0,186785.0,5414.0,,28375.0,116958.0,1597.0,,0.38675482506625264,1.0,0.028985196884118103,,0.15191262681692855,0.6261637711807694,0.008549937093449688
comuna 13,1,7368.0,24641.0,16200.0,96096.0,217133.0,165160.0,2586.0,0.033933119332390745,0.11348344102462546,0.07460864999792753,0.44256745865437314,1.0,0.7606397922010933,0.01190975116633584,,102109.0,218843.0,8082.0,,23677.0,153534.0,1357.0,,0.466585634450268,1.0,0.03693058493988841,,0.10819171734988096,0.7015714461965884,0.00620079234885283,,98649.0,218130.0,4931.0,,23323.0,128676.0,1659.0,,0.45224865905652595,1.0,0.02260578554073259,,0.106922477421721,0.5899051024618347,0.007605556319625911
comuna 14,1,6860.0,24978.0,14617.0,91067.0,209538.0,156702.0,2581.0,0.03273869178860159,0.119205108381296,0.06975823001078563,0.4346085196957115,1.0,0.7478452595710563,0.012317574855157536,,95921.0,210920.0,7342.0,,23459.0,141510.0,1133.0,,0.45477432201782664,1.0,0.034809406410013274,,0.11122226436563626,0.6709178835577471,0.005371704911814906,,93045.0,211583.0,4463.0,,23150.0,125305.0,1512.0,,0.43975650217645085,1.0,0.02109337706715568,,0.1094133271576639,0.5922262185525302,0.007146131778072907
comuna 15,1,8255.0,30819.0,17887.0,50569.0,165594.0,121128.0,2795.0,0.04985084000628042,0.1861118156454944,0.10801719869077382,0.30537942195973283,1.0,0.7314757781079024,0.016878630868268175,,56248.0,166707.0,9100.0,,30427.0,114177.0,1011.0,,0.33740634766386535,1.0,0.05458678999682077,,0.18251783068497424,0.6848962551062643,0.006064532383163275,,54177.0,166346.0,5847.0,,29427.0,100064.0,1413.0,,0.3256886249143352,1.0,0.03514962788404891,,0.17690236014091112,0.6015413655873901,0.008494343116155482
coronel de marina l. rosales,2,1092.0,6592.0,6433.0,17364.0,47359.0,35274.0,3643.0,0.02305791929728246,0.13919212821216664,0.1358347938089909,0.3666462551996453,1.0,0.7448214700479318,0.07692307692307693,4255.0,22644.0,49880.0,1219.0,1684.0,5335.0,36541.0,2230.0,0.0853047313552526,0.4539695268644747,1.0,0.024438652766639937,0.03376102646351243,0.10695669607056936,0.7325781876503609,0.044707297514033684,5733.0,17908.0,48824.0,817.0,1393.0,4754.0,33929.0,2865.0,0.11742175979026709,0.3667868261510732,1.0,0.016733573652302148,0.028531050303129607,0.09737014582991971,0.6949246272325086,0.05868015729968868
coronel dorrego,2,175.0,2900.0,985.0,4976.0,13617.0,10962.0,1847.0,0.012851582580597782,0.21296908276419182,0.07233605052507895,0.36542557097745465,1.0,0.8050231328486451,0.1356392744363663,1114.0,5545.0,13765.0,237.0,555.0,2565.0,10522.0,676.0,0.08092989466037051,0.4028332727933164,1.0,0.017217580820922628,0.04031965128950236,0.1863421721758082,0.7644024700326916,0.04911006175081729,1451.0,4657.0,13765.0,150.0,553.0,2430.0,9960.0,835.0,0.1054122775154377,0.3383218307301126,1.0,0.010897203051216855,0.04017435524881947,0.17653468942971304,0.7235742826007991,0.06066109698510715
coronel pringles,2,333.0,4230.0,1706.0,6200.0,19687.0,14922.0,2670.0,0.01691471529435668,0.21486259968507138,0.08665616904556306,0.31492863310814245,1.0,0.7579621069741453,0.1356224919997968,1187.0,7748.0,19583.0,496.0,429.0,3675.0,14948.0,1264.0,0.06061379768166267,0.39564928764744933,1.0,0.025328090690905376,0.021906755859674207,0.18766276872797835,0.763315120257366,0.06454577950262984,1362.0,6885.0,20282.0,469.0,447.0,3899.0,14609.0,1439.0,0.06715314071590572,0.33946356375110937,1.0,0.023123952272951387,0.022039246622621043,0.19223942411990927,0.7202938566216349,0.07094961049206193
coronel suarez,2,582.0,6613.0,3680.0,10632.0,31306.0,25188.0,3298.0,0.018590685491599056,0.21123746246725866,0.1175493515620009,0.3396154091867374,1.0,0.8045742030281735,0.10534721778572798,4135.0,11201.0,33010.0,993.0,685.0,5481.0,25455.0,3390.0,0.1252650711905483,0.3393214177521963,1.0,0.030081793395940623,0.020751287488639806,0.16604059375946684,0.7711299606179945,0.10269615268100575,4110.0,9327.0,33760.0,733.0,697.0,4178.0,24729.0,5247.0,0.12174170616113744,0.27627369668246443,1.0,0.02171208530805687,0.0206457345971564,0.12375592417061611,0.7324940758293839,0.15542061611374408
daireaux,2,105.0,4295.0,1001.0,5298.0,14225.0,11735.0,1460.0,0.007381370826010545,0.30193321616871704,0.07036906854130053,0.3724428822495606,1.0,0.8249560632688928,0.10263620386643234,820.0,5854.0,14471.0,146.0,303.0,3697.0,11809.0,880.0,0.05666505424642388,0.4045332043397139,1.0,0.010089143804851082,0.02093842858130053,0.2554764701817428,0.8160458848731946,0.06081127772786953,1278.0,4850.0,14485.0,90.0,332.0,3216.0,11034.0,905.0,0.08822920262340352,0.33482913358646876,1.0,0.006213324128408699,0.022920262340352087,0.22202278218847082,0.7617535381429065,0.06247842595788747
dolores,2,250.0,4437.0,3401.0,7741.0,22670.0,17786.0,2390.0,0.011027790030877812,0.1957212174680194,0.15002205558006176,0.34146449051610056,1.0,0.7845610939567711,0.10542567269519189,1752.0,10409.0,24046.0,451.0,857.0,4324.0,18349.0,822.0,0.0728603509939283,0.43287864925559344,1.0,0.018755718206770355,0.035640023288696664,0.17982200781834817,0.7630790983947434,0.034184479747151296,2447.0,8171.0,23367.0,261.0,996.0,3741.0,17649.0,906.0,0.10472033209226687,0.3496811743056447,1.0,0.011169598151238927,0.04262421363461292,0.16009757350109127,0.755295930157915,0.03877262806522018
ensenada,2,2565.0,15063.0,7350.0,9787.0,50440.0,40118.0,4143.0,0.05085249801744647,0.29863203806502775,0.1457176843774782,0.1940325138778747,1.0,0.795360824742268,0.08213719270420301,3647.0,14015.0,53049.0,2451.0,1532.0,18448.0,41664.0,1520.0,0.06874776150351562,0.26418971139889535,1.0,0.046202567437651984,0.028878960960621314,0.3477539633169334,0.785387094949952,0.028652755000094253,4797.0,9776.0,48018.0,1877.0,1264.0,14813.0,35556.0,1875.0,0.09990003748594277,0.20359032029655547,1.0,0.039089508101128746,0.02632346203507018,0.3084884834853597,0.7404723228789204,0.0390478570536049
escobar,2,5692.0,44158.0,26231.0,37769.0,162933.0,128089.0,11424.0,0.034934605021696034,0.27101937606255333,0.16099255522208517,0.23180693904856597,1.0,0.7861452253380223,0.07011470972731122,15331.0,49839.0,178618.0,6318.0,5333.0,50585.0,134034.0,7324.0,0.08583121521907086,0.27902563011566583,1.0,0.03537157509321569,0.029857013290933723,0.28320214088165807,0.750394697063006,0.04100370623341432,20641.0,37945.0,168720.0,4447.0,5353.0,40171.0,121323.0,6555.0,0.12233878615457563,0.22489924134660977,1.0,0.02635727833096254,0.03172712185870081,0.238092697961119,0.719078947368421,0.03885135135135135
esteban echeverria,2,7560.0,65474.0,31894.0,46865.0,221245.0,170049.0,12685.0,0.034170263734773665,0.2959343713982237,0.14415693010011527,0.21182399602250898,1.0,0.7686004203484824,0.05733462903116455,16724.0,60321.0,235260.0,9980.0,7938.0,70833.0,174406.0,5989.0,0.07108730765961065,0.25640142820709005,1.0,0.0424211510669047,0.03374139250191278,0.30108390716653916,0.7413329932840261,0.02545694125648219,23825.0,47251.0,231178.0,6478.0,8503.0,61677.0,161893.0,8780.0,0.10305911462163354,0.20439228646324478,1.0,0.028021697566377422,0.03678118160032529,0.2667944181539766,0.7002958759051466,0.0379793925027468
exaltacion de la cruz,2,459.0,5778.0,3731.0,6357.0,23561.0,17597.0,1621.0,0.019481346292602182,0.24523577097746277,0.15835490853529138,0.26981027969950344,1.0,0.7468698272569076,0.06880013581766478,2079.0,9770.0,28055.0,733.0,751.0,5758.0,22140.0,2328.0,0.07410443771163785,0.34824451969345926,1.0,0.026127250044555336,0.02676884690785956,0.2052397077169845,0.7891641418641954,0.08297986098734629,2967.0,7546.0,27246.0,395.0,617.0,5069.0,20714.0,2386.0,0.10889671878440872,0.2769580855905454,1.0,0.014497540923438303,0.02264552594876312,0.18604565807825002,0.7602583865521545,0.08757248770461719
ezeiza,2,4038.0,37411.0,18304.0,22180.0,117465.0,90120.0,8915.0,0.03437619716511301,0.3184863576384455,0.15582513940322648,0.18882220235814923,1.0,0.7672072532243647,0.0758949474311497,10686.0,31464.0,130568.0,5547.0,5155.0,40441.0,99230.0,4071.0,0.08184241161693524,0.2409778812572759,1.0,0.0424836100729122,0.039481343054959865,0.309731327737271,0.7599871331413516,0.031179155688989647,13948.0,22601.0,122651.0,3461.0,4680.0,33801.0,86032.0,5121.0,0.11372104589444848,0.18427081719676155,1.0,0.028218277877881143,0.03815704723157577,0.27558682766548986,0.7014374118433604,0.04175261514378195
florencio varela,2,8814.0,100649.0,46099.0,40390.0,284202.0,216559.0,21333.0,0.031013152616800727,0.35414599475021286,0.16220505133672528,0.14211722647975736,1.0,0.7619897115431982,0.07506280743977875,21459.0,66123.0,319626.0,11752.0,13706.0,111858.0,238285.0,11719.0,0.06713784235325036,0.20687616151376922,1.0,0.036767972567938775,0.042881367598380606,0.34996527191154664,0.7455119420823086,0.03666472689956386,26116.0,49006.0,298047.0,7014.0,11695.0,99083.0,213411.0,12394.0,0.08762376403721561,0.16442373182753056,1.0,0.02353320113941761,0.039238777776659385,0.33244085664341533,0.7160313641808171,0.04158404546933873
florentino ameghino,2,93.0,2896.0,457.0,2911.0,7572.0,6692.0,222.0,0.012282091917591125,0.3824617010036978,0.06035393555203381,0.38444268357105127,1.0,0.8837823560486001,0.029318541996830427,789.0,3357.0,7980.0,135.0,1549.0,688.0,6736.0,156.0,0.09887218045112782,0.4206766917293233,1.0,0.016917293233082706,0.19411027568922307,0.0862155388471178,0.844110275689223,0.019548872180451128,988.0,2669.0,7986.0,107.0,1761.0,402.0,6206.0,194.0,0.12371650388179314,0.3342098672677185,1.0,0.013398447282744804,0.22051089406461308,0.05033809166040571,0.7771099423991986,0.02429251189581768
general alvarado,2,716.0,6959.0,6597.0,7960.0,32862.0,24654.0,2238.0,0.021788083500699898,0.2117643478790092,0.20074858499178383,0.24222506238208266,1.0,0.7502282271316414,0.0681029760817966,5161.0,11950.0,35066.0,863.0,856.0,6388.0,26453.0,1605.0,0.14717960417498432,0.34078594650088406,1.0,0.02461073404437347,0.024411110477385502,0.182170763702732,0.7543774596475218,0.04577083214509781,4897.0,8470.0,31216.0,508.0,655.0,5639.0,22511.0,1659.0,0.1568746796514608,0.27133521271143,1.0,0.01627370579190159,0.02098282931829831,0.18064454126089186,0.7211365966171194,0.05314582265504869
general alvear,2,62.0,1908.0,476.0,2853.0,7895.0,6753.0,1109.0,0.007853071564281191,0.24167194426852437,0.06029132362254592,0.36136795440152,1.0,0.8553514882837239,0.14046865104496517,634.0,3583.0,8462.0,108.0,510.0,1346.0,6714.0,486.0,0.07492318600803592,0.42342235878043016,1.0,0.01276294020326164,0.06026943984873552,0.1590640510517608,0.7934294493027653,0.057433230914677384,713.0,2911.0,8476.0,48.0,867.0,1047.0,6417.0,632.0,0.08411986786219915,0.34344030202925907,1.0,0.005663048607833884,0.10228881547899953,0.12352524775837659,0.7570788107597923,0.07456347333647947
general arenales,2,139.0,4112.0,1018.0,5775.0,14241.0,11889.0,917.0,0.00976055052313742,0.2887437679938207,0.07148374411909277,0.4055192753317885,1.0,0.8348430587739625,0.06439154553753247,908.0,6693.0,14573.0,191.0,356.0,3115.0,11178.0,416.0,0.062307006107184516,0.4592739998627599,1.0,0.013106429698757978,0.024428738077266178,0.21375145817607905,0.7670349276058465,0.028545941123996433,1046.0,5608.0,14222.0,106.0,194.0,3122.0,10862.0,509.0,0.07354802418787794,0.3943186612290817,1.0,0.007453241456897764,0.013640838138095909,0.21951905498523414,0.7637463085360708,0.03578962171283926
general belgrano,2,231.0,4479.0,1529.0,5269.0,15449.0,12812.0,1317.0,0.014952424105120073,0.289921677778497,0.09897080717198524,0.34105767363583406,1.0,0.8293093404103825,0.08524823613178846,1061.0,6654.0,15906.0,271.0,1351.0,2204.0,12435.0,776.0,0.06670438828115177,0.4183327046397586,1.0,0.01703759587577015,0.08493650194895008,0.1385640638752672,0.7817804602036967,0.048786621400729285,1102.0,5356.0,15223.0,197.0,1664.0,2020.0,10851.0,1006.0,0.07239046180122184,0.3518360375747225,1.0,0.012940944623267425,0.10930828351836037,0.13269394994416345,0.7128029954673849,0.06608421467516258
general guido,2,31.0,499.0,275.0,958.0,2457.0,1815.0,312.0,0.012617012617012617,0.20309320309320308,0.11192511192511193,0.3899063899063899,1.0,0.7387057387057387,0.12698412698412698,105.0,1132.0,2452.0,47.0,186.0,373.0,2013.0,139.0,0.042822185970636216,0.46166394779771613,1.0,0.019168026101141926,0.07585644371941272,0.15212071778140293,0.8209624796084829,0.0566884176182708,102.0,1116.0,2461.0,23.0,135.0,287.0,1919.0,201.0,0.04144656643640796,0.4534741974806989,1.0,0.009345794392523364,0.054855749695245835,0.11661926046322633,0.7797643234457537,0.08167411621292157
general juan madariaga,2,387.0,4122.0,2302.0,4882.0,16354.0,12733.0,1323.0,0.02366393542864131,0.25204842851901677,0.14076067017243488,0.29852023969671027,1.0,0.7785862785862786,0.08089763972116913,1120.0,6999.0,17700.0,459.0,879.0,3225.0,12311.0,560.0,0.06327683615819209,0.3954237288135593,1.0,0.02593220338983051,0.049661016949152544,0.18220338983050846,0.6955367231638419,0.031638418079096044,1559.0,5159.0,17352.0,331.0,1177.0,2662.0,12262.0,682.0,0.08984555094513601,0.2973144306131858,1.0,0.019075610880590135,0.06783079760258183,0.15341171046565238,0.7066620562471185,0.03930382664822499
general la madrid,2,91.0,2769.0,547.0,3191.0,9049.0,7742.0,989.0,0.010056359818764505,0.3060006630566913,0.060448668361144875,0.3526356503481048,1.0,0.8555641507348878,0.10929384462371533,605.0,4030.0,9483.0,177.0,178.0,2185.0,7782.0,438.0,0.06379837604133713,0.424971000738163,1.0,0.01866497943688706,0.01877043129811241,0.23041231677739113,0.8206263840556786,0.046187915216703575,861.0,3243.0,9482.0,91.0,146.0,2133.0,7020.0,537.0,0.09080362792659777,0.34201645222526894,1.0,0.009597131406876187,0.015397595443999157,0.2249525416578781,0.7403501371018772,0.056633621598818816
general las heras,2,179.0,3345.0,2451.0,2585.0,11780.0,9296.0,781.0,0.015195246179966045,0.28395585738539897,0.20806451612903226,0.2194397283531409,1.0,0.7891341256366723,0.06629881154499151,2359.0,4031.0,12914.0,301.0,376.0,3249.0,10688.0,440.0,0.18266997057457024,0.3121418615456094,1.0,0.02330803778844665,0.029115688400185843,0.25158742450054206,0.8276289298435806,0.034071550255536626,2476.0,2846.0,12219.0,186.0,404.0,2904.0,9672.0,490.0,0.202635240199689,0.2329159505687863,1.0,0.015222194942302971,0.03306326213274409,0.2376626565185367,0.7915541369997545,0.040101481299615355
general lavalle,2,30.0,470.0,896.0,1146.0,3422.0,2888.0,249.0,0.008766803039158387,0.13734658094681473,0.2618351841028638,0.33489187609585036,1.0,0.8439509059029807,0.0727644652250146,643.0,1618.0,4098.0,50.0,70.0,641.0,3232.0,135.0,0.15690580771107857,0.3948267447535383,1.0,0.012201073694485115,0.01708150317227916,0.15641776476329916,0.7886774036115178,0.03294289897510981,661.0,1287.0,4098.0,27.0,52.0,600.0,2862.0,103.0,0.1612981942410932,0.3140556368960469,1.0,0.006588579795021962,0.01268911664226452,0.14641288433382138,0.698389458272328,0.025134211810639337
general paz,2,156.0,3162.0,1048.0,3238.0,9625.0,8501.0,595.0,0.01620779220779221,0.32851948051948054,0.10888311688311689,0.3364155844155844,1.0,0.8832207792207792,0.06181818181818182,1079.0,4039.0,10515.0,181.0,177.0,3058.0,8908.0,326.0,0.10261531145981931,0.38411792677127915,1.0,0.01721350451735616,0.016833095577746076,0.2908226343319068,0.84717070851165,0.03100332857822159,1238.0,3044.0,10227.0,112.0,175.0,2761.0,8278.0,456.0,0.12105211694534077,0.2976434927153613,1.0,0.010951403148528405,0.017111567419575632,0.26997164368827614,0.8094260291385548,0.04458785567615137
general pinto,2,210.0,2793.0,1202.0,2475.0,9187.0,7003.0,918.0,0.02285838685098509,0.30401654511810167,0.13083705235659082,0.26940241645803853,1.0,0.7622727767497551,0.09992380537716339,2970.0,3080.0,9698.0,219.0,212.0,1019.0,8007.0,427.0,0.30624871107444834,0.3175912559290575,1.0,0.022581975665085584,0.02186017735615591,0.10507321097133429,0.8256341513714168,0.044029696844710246,2698.0,2465.0,9354.0,241.0,245.0,1026.0,7196.0,486.0,0.2884327560401967,0.2635236262561471,1.0,0.025764378875347445,0.026192003420996365,0.10968569595894805,0.7692965576224076,0.05195638229634381
general pueyrredon,2,14994.0,115689.0,64472.0,151658.0,540300.0,389220.0,32033.0,0.027751249305941143,0.21411993337034982,0.1193263002035906,0.2806922080325745,1.0,0.7203775680177679,0.0592874329076439,38655.0,194439.0,562957.0,22210.0,17261.0,110614.0,397503.0,13602.0,0.06866421414068925,0.34538872418319694,1.0,0.0394523915680949,0.03066131160994534,0.19648747595287028,0.7060983343310413,0.024161703291725657,46778.0,155647.0,543725.0,12627.0,17467.0,88723.0,356403.0,22053.0,0.08603246126258679,0.28626051772495287,1.0,0.023223136695940044,0.03212469538829371,0.16317623798795347,0.6554839302956458,0.040559106165800725
general rodriguez,2,1456.0,18022.0,11023.0,15499.0,65875.0,52997.0,5691.0,0.02210246679316888,0.2735787476280835,0.16733206831119546,0.23527893738140418,1.0,0.8045085388994307,0.0863908918406072,6300.0,20489.0,75289.0,2251.0,2628.0,21088.0,57042.0,2609.0,0.08367756245932341,0.2721380281315996,1.0,0.029898125888243966,0.03490549748303205,0.28009403764162094,0.7576405583817025,0.03465313658037695,8841.0,15301.0,73074.0,1299.0,2735.0,17185.0,53225.0,3892.0,0.12098694474094754,0.2093904808823932,1.0,0.01777650053370556,0.037427812901989765,0.23517256479732873,0.7283712401127624,0.05326107781153351
general san martin,2,12217.0,80300.0,54630.0,78633.0,330387.0,249394.0,16329.0,0.03697784719132411,0.24304830395869087,0.16535154228223264,0.23800270591760572,1.0,0.7548541558838574,0.049423857476232416,29776.0,102246.0,349945.0,14890.0,16577.0,86221.0,255181.0,5870.0,0.08508765663175642,0.292177342153767,1.0,0.04254954349969281,0.04737030104730743,0.24638443183928904,0.7292031604966495,0.01677406449584935,40152.0,79365.0,335636.0,9765.0,17725.0,70612.0,235281.0,8668.0,0.11962959873195962,0.23646152379363358,1.0,0.0290940185200634,0.05281018722663838,0.21038267647093875,0.7010004886245814,0.025825596777461296
general viamonte,2,156.0,3773.0,1813.0,4458.0,14230.0,11829.0,1346.0,0.010962754743499649,0.2651440618411806,0.12740688685874912,0.31328179901616304,1.0,0.8312719606465214,0.09458889669711876,1018.0,6311.0,15680.0,237.0,376.0,4076.0,12548.0,423.0,0.0649234693877551,0.4024872448979592,1.0,0.015114795918367348,0.023979591836734693,0.2599489795918367,0.8002551020408163,0.02697704081632653,1349.0,4789.0,14980.0,130.0,432.0,3795.0,11586.0,591.0,0.09005340453938585,0.3196929238985314,1.0,0.008678237650200267,0.02883845126835781,0.25333778371161547,0.7734312416555407,0.03945260347129506
general villegas,2,276.0,3060.0,6373.0,7296.0,23601.0,19260.0,2048.0,0.011694419727977629,0.12965552307105632,0.27003093089275876,0.30913944324393033,1.0,0.816067115800178,0.08677598406847167,4226.0,9739.0,24817.0,420.0,693.0,2979.0,19153.0,919.0,0.17028649715920538,0.39243260668090424,1.0,0.016923882822258936,0.027924406656727244,0.1200386831607366,0.7717693516541081,0.037031067413466574,4871.0,7510.0,24818.0,245.0,1249.0,2692.0,18067.0,993.0,0.196268837134338,0.3026029494721573,1.0,0.00987186719316625,0.05032637601740672,0.10846965911838181,0.7279796921589169,0.040011282133935046
guamini,2,94.0,2944.0,625.0,2933.0,8839.0,7248.0,800.0,0.010634687181807897,0.3330693517366218,0.07070935626202059,0.33182486706641023,1.0,0.8200022626994004,0.09050797601538636,845.0,3726.0,9825.0,132.0,161.0,2444.0,7596.0,499.0,0.08600508905852418,0.37923664122137407,1.0,0.013435114503816794,0.01638676844783715,0.24875318066157762,0.7731297709923665,0.05078880407124682,956.0,3287.0,9833.0,66.0,166.0,2135.0,7501.0,700.0,0.09722363469948134,0.33428251805145937,1.0,0.006712091935319841,0.016881928200955965,0.21712600427133122,0.7628394182853656,0.07118885385945287
